video_id,model,category,language,prompt_id,video_number,relative_path,source_collection,source_file_name,file_size_bytes
seedance1.5__personality__zh__p04__v04,seedance1.5,personality,zh,4,4,data/videos/seedance1.5/personality/zh/prompt_04/video_04.mp4,sora_seedance_original,022_在安静的图书馆里，两个人的手机同时响了一下；一个道歉倾向强的_4.mp4,2802151
seedance1.5__personality__zh__p04__v05,seedance1.5,personality,zh,4,5,data/videos/seedance1.5/personality/zh/prompt_04/video_05.mp4,sora_seedance_original,022_在安静的图书馆里，两个人的手机同时响了一下；一个道歉倾向强的_5.mp4,2724623
seedance1.5__personality__zh__p04__v06,seedance1.5,personality,zh,4,6,data/videos/seedance1.5/personality/zh/prompt_04/video_06.mp4,sora_seedance_original,022_在安静的图书馆里，两个人的手机同时响了一下；一个道歉倾向强的_6.mp4,2989289
seedance1.5__personality__zh__p04__v07,seedance1.5,personality,zh,4,7,data/videos/seedance1.5/personality/zh/prompt_04/video_07.mp4,doubao_structured_cn_by_description,中文_人物性格_4_01.mp4,2784289
seedance1.5__personality__zh__p04__v08,seedance1.5,personality,zh,4,8,data/videos/seedance1.5/personality/zh/prompt_04/video_08.mp4,doubao_structured_cn_by_description,中文_人物性格_4_02.mp4,2089229
seedance1.5__personality__zh__p04__v09,seedance1.5,personality,zh,4,9,data/videos/seedance1.5/personality/zh/prompt_04/video_09.mp4,doubao_structured_cn_by_description,中文_人物性格_4_03.mp4,2438128
seedance1.5__personality__zh__p04__v10,seedance1.5,personality,zh,4,10,data/videos/seedance1.5/personality/zh/prompt_04/video_10.mp4,doubao_structured_cn_by_description,中文_人物性格_4_04.mp4,2868870
seedance1.5__personality__zh__p04__v11,seedance1.5,personality,zh,4,11,data/videos/seedance1.5/personality/zh/prompt_04/video_11.mp4,doubao_structured_cn_by_description,中文_人物性格_4_05.mp4,2582869
seedance1.5__personality__zh__p04__v12,seedance1.5,personality,zh,4,12,data/videos/seedance1.5/personality/zh/prompt_04/video_12.mp4,doubao_structured_cn_by_description,中文_人物性格_4_06.mp4,2631366
seedance1.5__personality__zh__p04__v13,seedance1.5,personality,zh,4,13,data/videos/seedance1.5/personality/zh/prompt_04/video_13.mp4,seedance1.5_new_folder_supplement,中文_人物性格_4_04-2 (1).mp4,2632640
seedance1.5__personality__zh__p04__v14,seedance1.5,personality,zh,4,14,data/videos/seedance1.5/personality/zh/prompt_04/video_14.mp4,seedance1.5_new_folder_supplement,中文_人物性格_4_04-2 (2).mp4,2596904
seedance1.5__personality__zh__p04__v15,seedance1.5,personality,zh,4,15,data/videos/seedance1.5/personality/zh/prompt_04/video_15.mp4,seedance1.5_new_folder_supplement,中文_人物性格_4_04-2 (3).mp4,1961499
seedance1.5__personality__zh__p04__v16,seedance1.5,personality,zh,4,16,data/videos/seedance1.5/personality/zh/prompt_04/video_16.mp4,seedance1.5_new_folder_supplement,中文_人物性格_4_04-2 (4).mp4,1799288
seedance1.5__personality__zh__p04__v17,seedance1.5,personality,zh,4,17,data/videos/seedance1.5/personality/zh/prompt_04/video_17.mp4,seedance1.5_new_folder_supplement,中文_人物性格_4_04-2 (5).mp4,3252126
seedance1.5__personality__zh__p04__v18,seedance1.5,personality,zh,4,18,data/videos/seedance1.5/personality/zh/prompt_04/video_18.mp4,seedance1.5_new_folder_supplement,中文_人物性格_4_04-2 (6).mp4,2871945
seedance1.5__personality__zh__p05__v01,seedance1.5,personality,zh,5,1,data/videos/seedance1.5/personality/zh/prompt_05/video_01.mp4,sora_seedance_original,023_在团队项目讨论中，一名成员站出来协调全局，分配任务并指导团队_1.mp4,2213531
seedance1.5__personality__zh__p05__v02,seedance1.5,personality,zh,5,2,data/videos/seedance1.5/personality/zh/prompt_05/video_02.mp4,sora_seedance_original,023_在团队项目讨论中，一名成员站出来协调全局，分配任务并指导团队_2.mp4,2584063
seedance1.5__personality__zh__p05__v03,seedance1.5,personality,zh,5,3,data/videos/seedance1.5/personality/zh/prompt_05/video_03.mp4,sora_seedance_original,023_在团队项目讨论中，一名成员站出来协调全局，分配任务并指导团队_3.mp4,2917992
seedance1.5__personality__zh__p05__v04,seedance1.5,personality,zh,5,4,data/videos/seedance1.5/personality/zh/prompt_05/video_04.mp4,sora_seedance_original,023_在团队项目讨论中，一名成员站出来协调全局，分配任务并指导团队_4.mp4,2558196
seedance1.5__personality__zh__p05__v05,seedance1.5,personality,zh,5,5,data/videos/seedance1.5/personality/zh/prompt_05/video_05.mp4,sora_seedance_original,023_在团队项目讨论中，一名成员站出来协调全局，分配任务并指导团队_5.mp4,2602927
seedance1.5__personality__zh__p05__v06,seedance1.5,personality,zh,5,6,data/videos/seedance1.5/personality/zh/prompt_05/video_06.mp4,sora_seedance_original,023_在团队项目讨论中，一名成员站出来协调全局，分配任务并指导团队_6.mp4,2805093
seedance1.5__personality__zh__p05__v07,seedance1.5,personality,zh,5,7,data/videos/seedance1.5/personality/zh/prompt_05/video_07.mp4,doubao_structured_cn_by_description,中文_人物性格_5_01.mp4,2016396
seedance1.5__personality__zh__p05__v08,seedance1.5,personality,zh,5,8,data/videos/seedance1.5/personality/zh/prompt_05/video_08.mp4,doubao_structured_cn_by_description,中文_人物性格_5_02.mp4,2166460
seedance1.5__personality__zh__p05__v09,seedance1.5,personality,zh,5,9,data/videos/seedance1.5/personality/zh/prompt_05/video_09.mp4,doubao_structured_cn_by_description,中文_人物性格_5_03.mp4,2529974
seedance1.5__personality__zh__p05__v10,seedance1.5,personality,zh,5,10,data/videos/seedance1.5/personality/zh/prompt_05/video_10.mp4,doubao_structured_cn_by_description,中文_人物性格_5_04.mp4,3054966
seedance1.5__personality__zh__p05__v11,seedance1.5,personality,zh,5,11,data/videos/seedance1.5/personality/zh/prompt_05/video_11.mp4,doubao_structured_cn_by_description,中文_人物性格_5_05.mp4,2691720
seedance1.5__personality__zh__p05__v12,seedance1.5,personality,zh,5,12,data/videos/seedance1.5/personality/zh/prompt_05/video_12.mp4,doubao_structured_cn_by_description,中文_人物性格_5_06.mp4,2685588
seedance1.5__personality__zh__p05__v13,seedance1.5,personality,zh,5,13,data/videos/seedance1.5/personality/zh/prompt_05/video_13.mp4,seedance1.5_new_folder_supplement,中文_人物性格_5_05-2 (1).mp4,2689678
seedance1.5__personality__zh__p05__v14,seedance1.5,personality,zh,5,14,data/videos/seedance1.5/personality/zh/prompt_05/video_14.mp4,seedance1.5_new_folder_supplement,中文_人物性格_5_05-2 (2).mp4,2611708
seedance1.5__personality__zh__p05__v15,seedance1.5,personality,zh,5,15,data/videos/seedance1.5/personality/zh/prompt_05/video_15.mp4,seedance1.5_new_folder_supplement,中文_人物性格_5_05-2 (3).mp4,2528919
seedance1.5__personality__zh__p05__v16,seedance1.5,personality,zh,5,16,data/videos/seedance1.5/personality/zh/prompt_05/video_16.mp4,seedance1.5_new_folder_supplement,中文_人物性格_5_05-2 (4).mp4,2515741
seedance1.5__personality__zh__p05__v17,seedance1.5,personality,zh,5,17,data/videos/seedance1.5/personality/zh/prompt_05/video_17.mp4,seedance1.5_new_folder_supplement,中文_人物性格_5_05-2 (5).mp4,2098680
seedance1.5__personality__zh__p05__v18,seedance1.5,personality,zh,5,18,data/videos/seedance1.5/personality/zh/prompt_05/video_18.mp4,seedance1.5_new_folder_supplement,中文_人物性格_5_05-2 (6).mp4,2928779
seedance1.5__personality__zh__p06__v01,seedance1.5,personality,zh,6,1,data/videos/seedance1.5/personality/zh/prompt_06/video_01.mp4,sora_seedance_original,025_在心理咨询室里，咨询师询问是否需要帮助；一个逞强的人回避求助_1.mp4,1908173
seedance1.5__personality__zh__p06__v02,seedance1.5,personality,zh,6,2,data/videos/seedance1.5/personality/zh/prompt_06/video_02.mp4,sora_seedance_original,025_在心理咨询室里，咨询师询问是否需要帮助；一个逞强的人回避求助_2.mp4,1907193
seedance1.5__personality__zh__p06__v03,seedance1.5,personality,zh,6,3,data/videos/seedance1.5/personality/zh/prompt_06/video_03.mp4,sora_seedance_original,025_在心理咨询室里，咨询师询问是否需要帮助；一个逞强的人回避求助_3.mp4,2436227
seedance1.5__personality__zh__p06__v04,seedance1.5,personality,zh,6,4,data/videos/seedance1.5/personality/zh/prompt_06/video_04.mp4,sora_seedance_original,025_在心理咨询室里，咨询师询问是否需要帮助；一个逞强的人回避求助_4.mp4,2351113
seedance1.5__personality__zh__p06__v05,seedance1.5,personality,zh,6,5,data/videos/seedance1.5/personality/zh/prompt_06/video_05.mp4,sora_seedance_original,025_在心理咨询室里，咨询师询问是否需要帮助；一个逞强的人回避求助_5.mp4,2448055
seedance1.5__personality__zh__p06__v06,seedance1.5,personality,zh,6,6,data/videos/seedance1.5/personality/zh/prompt_06/video_06.mp4,sora_seedance_original,025_在心理咨询室里，咨询师询问是否需要帮助；一个逞强的人回避求助_6.mp4,2249479
seedance1.5__personality__zh__p06__v07,seedance1.5,personality,zh,6,7,data/videos/seedance1.5/personality/zh/prompt_06/video_07.mp4,doubao_structured_cn_by_description,中文_人物性格_6_01.mp4,1457443
seedance1.5__personality__zh__p06__v08,seedance1.5,personality,zh,6,8,data/videos/seedance1.5/personality/zh/prompt_06/video_08.mp4,doubao_structured_cn_by_description,中文_人物性格_6_02.mp4,2077773
seedance1.5__personality__zh__p06__v09,seedance1.5,personality,zh,6,9,data/videos/seedance1.5/personality/zh/prompt_06/video_09.mp4,doubao_structured_cn_by_description,中文_人物性格_6_03.mp4,2012585
seedance1.5__personality__zh__p06__v10,seedance1.5,personality,zh,6,10,data/videos/seedance1.5/personality/zh/prompt_06/video_10.mp4,doubao_structured_cn_by_description,中文_人物性格_6_04.mp4,2038474
seedance1.5__personality__zh__p06__v11,seedance1.5,personality,zh,6,11,data/videos/seedance1.5/personality/zh/prompt_06/video_11.mp4,doubao_structured_cn_by_description,中文_人物性格_6_05.mp4,2065243
seedance1.5__personality__zh__p06__v12,seedance1.5,personality,zh,6,12,data/videos/seedance1.5/personality/zh/prompt_06/video_12.mp4,doubao_structured_cn_by_description,中文_人物性格_6_06.mp4,1635065
seedance1.5__personality__zh__p06__v13,seedance1.5,personality,zh,6,13,data/videos/seedance1.5/personality/zh/prompt_06/video_13.mp4,seedance1.5_new_folder_supplement,中文_人物性格_6_06-2 (1).mp4,2408142
seedance1.5__personality__zh__p06__v14,seedance1.5,personality,zh,6,14,data/videos/seedance1.5/personality/zh/prompt_06/video_14.mp4,seedance1.5_new_folder_supplement,中文_人物性格_6_06-2 (2).mp4,2225002
seedance1.5__personality__zh__p06__v15,seedance1.5,personality,zh,6,15,data/videos/seedance1.5/personality/zh/prompt_06/video_15.mp4,seedance1.5_new_folder_supplement,中文_人物性格_6_06-2 (3).mp4,2175366
seedance1.5__personality__zh__p06__v16,seedance1.5,personality,zh,6,16,data/videos/seedance1.5/personality/zh/prompt_06/video_16.mp4,seedance1.5_new_folder_supplement,中文_人物性格_6_06-2 (4).mp4,1991545
seedance1.5__personality__zh__p06__v17,seedance1.5,personality,zh,6,17,data/videos/seedance1.5/personality/zh/prompt_06/video_17.mp4,seedance1.5_new_folder_supplement,中文_人物性格_6_06-2 (5).mp4,1884102
seedance1.5__personality__zh__p06__v18,seedance1.5,personality,zh,6,18,data/videos/seedance1.5/personality/zh/prompt_06/video_18.mp4,seedance1.5_new_folder_supplement,中文_人物性格_6_06-2 (6).mp4,2516179
seedance1.5__personality__zh__p07__v01,seedance1.5,personality,zh,7,1,data/videos/seedance1.5/personality/zh/prompt_07/video_01.mp4,sora_seedance_original,026_在突发紧急情况下，一个人迅速评估现场状况并当机立断，立刻制定_1.mp4,2714150
seedance1.5__personality__zh__p07__v02,seedance1.5,personality,zh,7,2,data/videos/seedance1.5/personality/zh/prompt_07/video_02.mp4,sora_seedance_original,026_在突发紧急情况下，一个人迅速评估现场状况并当机立断，立刻制定_2.mp4,2121452
seedance1.5__personality__zh__p07__v03,seedance1.5,personality,zh,7,3,data/videos/seedance1.5/personality/zh/prompt_07/video_03.mp4,sora_seedance_original,026_在突发紧急情况下，一个人迅速评估现场状况并当机立断，立刻制定_3.mp4,2167714
seedance1.5__personality__zh__p07__v04,seedance1.5,personality,zh,7,4,data/videos/seedance1.5/personality/zh/prompt_07/video_04.mp4,sora_seedance_original,026_在突发紧急情况下，一个人迅速评估现场状况并当机立断，立刻制定_4.mp4,2573789
seedance1.5__personality__zh__p07__v05,seedance1.5,personality,zh,7,5,data/videos/seedance1.5/personality/zh/prompt_07/video_05.mp4,sora_seedance_original,026_在突发紧急情况下，一个人迅速评估现场状况并当机立断，立刻制定_5.mp4,2634035
seedance1.5__personality__zh__p07__v06,seedance1.5,personality,zh,7,6,data/videos/seedance1.5/personality/zh/prompt_07/video_06.mp4,sora_seedance_original,026_在突发紧急情况下，一个人迅速评估现场状况并当机立断，立刻制定_6.mp4,2399932
seedance1.5__personality__zh__p07__v07,seedance1.5,personality,zh,7,7,data/videos/seedance1.5/personality/zh/prompt_07/video_07.mp4,doubao_structured_cn_by_description,中文_人物性格_7_01.mp4,2553423
seedance1.5__personality__zh__p07__v08,seedance1.5,personality,zh,7,8,data/videos/seedance1.5/personality/zh/prompt_07/video_08.mp4,doubao_structured_cn_by_description,中文_人物性格_7_02.mp4,2709606
seedance1.5__personality__zh__p07__v09,seedance1.5,personality,zh,7,9,data/videos/seedance1.5/personality/zh/prompt_07/video_09.mp4,doubao_structured_cn_by_description,中文_人物性格_7_03.mp4,2297712
seedance1.5__personality__zh__p07__v10,seedance1.5,personality,zh,7,10,data/videos/seedance1.5/personality/zh/prompt_07/video_10.mp4,doubao_structured_cn_by_description,中文_人物性格_7_04.mp4,2994428
seedance1.5__personality__zh__p07__v11,seedance1.5,personality,zh,7,11,data/videos/seedance1.5/personality/zh/prompt_07/video_11.mp4,doubao_structured_cn_by_description,中文_人物性格_7_05.mp4,2938064
seedance1.5__personality__zh__p07__v12,seedance1.5,personality,zh,7,12,data/videos/seedance1.5/personality/zh/prompt_07/video_12.mp4,doubao_structured_cn_by_description,中文_人物性格_7_06.mp4,2582544
seedance1.5__personality__zh__p07__v13,seedance1.5,personality,zh,7,13,data/videos/seedance1.5/personality/zh/prompt_07/video_13.mp4,seedance1.5_new_folder_supplement,中文_人物性格_7_06-2 (1).mp4,2916508
seedance1.5__personality__zh__p07__v14,seedance1.5,personality,zh,7,14,data/videos/seedance1.5/personality/zh/prompt_07/video_14.mp4,seedance1.5_new_folder_supplement,中文_人物性格_7_06-2 (2).mp4,2578958
seedance1.5__personality__zh__p07__v15,seedance1.5,personality,zh,7,15,data/videos/seedance1.5/personality/zh/prompt_07/video_15.mp4,seedance1.5_new_folder_supplement,中文_人物性格_7_06-2 (3).mp4,2375869
seedance1.5__personality__zh__p07__v16,seedance1.5,personality,zh,7,16,data/videos/seedance1.5/personality/zh/prompt_07/video_16.mp4,seedance1.5_new_folder_supplement,中文_人物性格_7_06-2 (4).mp4,2306655
seedance1.5__personality__zh__p07__v17,seedance1.5,personality,zh,7,17,data/videos/seedance1.5/personality/zh/prompt_07/video_17.mp4,seedance1.5_new_folder_supplement,中文_人物性格_7_06-2 (5).mp4,2147160
seedance1.5__personality__zh__p07__v18,seedance1.5,personality,zh,7,18,data/videos/seedance1.5/personality/zh/prompt_07/video_18.mp4,seedance1.5_new_folder_supplement,中文_人物性格_7_06-2 (6).mp4,1889697
seedance1.5__personality__zh__p08__v01,seedance1.5,personality,zh,8,1,data/videos/seedance1.5/personality/zh/prompt_08/video_01.mp4,sora_seedance_original,027_在电影院里，一名观众被感人的剧情触动，忍不住当众落下眼泪，情_1.mp4,2042798
seedance1.5__personality__zh__p08__v02,seedance1.5,personality,zh,8,2,data/videos/seedance1.5/personality/zh/prompt_08/video_02.mp4,sora_seedance_original,027_在电影院里，一名观众被感人的剧情触动，忍不住当众落下眼泪，情_2.mp4,1617983
seedance1.5__personality__zh__p08__v03,seedance1.5,personality,zh,8,3,data/videos/seedance1.5/personality/zh/prompt_08/video_03.mp4,sora_seedance_original,027_在电影院里，一名观众被感人的剧情触动，忍不住当众落下眼泪，情_3.mp4,1922124
seedance1.5__personality__zh__p08__v04,seedance1.5,personality,zh,8,4,data/videos/seedance1.5/personality/zh/prompt_08/video_04.mp4,sora_seedance_original,027_在电影院里，一名观众被感人的剧情触动，忍不住当众落下眼泪，情_4.mp4,2210377
seedance1.5__personality__zh__p08__v05,seedance1.5,personality,zh,8,5,data/videos/seedance1.5/personality/zh/prompt_08/video_05.mp4,sora_seedance_original,027_在电影院里，一名观众被感人的剧情触动，忍不住当众落下眼泪，情_5.mp4,1620235
seedance1.5__personality__zh__p08__v06,seedance1.5,personality,zh,8,6,data/videos/seedance1.5/personality/zh/prompt_08/video_06.mp4,sora_seedance_original,027_在电影院里，一名观众被感人的剧情触动，忍不住当众落下眼泪，情_6.mp4,1851941
seedance1.5__personality__zh__p08__v07,seedance1.5,personality,zh,8,7,data/videos/seedance1.5/personality/zh/prompt_08/video_07.mp4,doubao_structured_cn_by_description,中文_人物性格_8_01.mp4,1956824
seedance1.5__personality__zh__p08__v08,seedance1.5,personality,zh,8,8,data/videos/seedance1.5/personality/zh/prompt_08/video_08.mp4,doubao_structured_cn_by_description,中文_人物性格_8_02.mp4,1692227
seedance1.5__personality__zh__p08__v09,seedance1.5,personality,zh,8,9,data/videos/seedance1.5/personality/zh/prompt_08/video_09.mp4,doubao_structured_cn_by_description,中文_人物性格_8_03.mp4,2043917
seedance1.5__personality__zh__p08__v10,seedance1.5,personality,zh,8,10,data/videos/seedance1.5/personality/zh/prompt_08/video_10.mp4,doubao_structured_cn_by_description,中文_人物性格_8_04.mp4,1479202
seedance1.5__personality__zh__p08__v11,seedance1.5,personality,zh,8,11,data/videos/seedance1.5/personality/zh/prompt_08/video_11.mp4,doubao_structured_cn_by_description,中文_人物性格_8_05.mp4,1430313
seedance1.5__personality__zh__p08__v12,seedance1.5,personality,zh,8,12,data/videos/seedance1.5/personality/zh/prompt_08/video_12.mp4,doubao_structured_cn_by_description,中文_人物性格_8_06.mp4,1556916
seedance1.5__personality__zh__p08__v13,seedance1.5,personality,zh,8,13,data/videos/seedance1.5/personality/zh/prompt_08/video_13.mp4,seedance1.5_new_folder_supplement,中文_人物性格_8_04-2 (1).mp4,1633096
seedance1.5__personality__zh__p08__v14,seedance1.5,personality,zh,8,14,data/videos/seedance1.5/personality/zh/prompt_08/video_14.mp4,seedance1.5_new_folder_supplement,中文_人物性格_8_04-2 (2).mp4,2173798
seedance1.5__personality__zh__p08__v15,seedance1.5,personality,zh,8,15,data/videos/seedance1.5/personality/zh/prompt_08/video_15.mp4,seedance1.5_new_folder_supplement,中文_人物性格_8_04-2 (3).mp4,1952562
seedance1.5__personality__zh__p08__v16,seedance1.5,personality,zh,8,16,data/videos/seedance1.5/personality/zh/prompt_08/video_16.mp4,seedance1.5_new_folder_supplement,中文_人物性格_8_04-2 (4).mp4,1901588
seedance1.5__personality__zh__p08__v17,seedance1.5,personality,zh,8,17,data/videos/seedance1.5/personality/zh/prompt_08/video_17.mp4,seedance1.5_new_folder_supplement,中文_人物性格_8_04-2 (5).mp4,1868182
seedance1.5__personality__zh__p08__v18,seedance1.5,personality,zh,8,18,data/videos/seedance1.5/personality/zh/prompt_08/video_18.mp4,seedance1.5_new_folder_supplement,中文_人物性格_8_04-2 (6).mp4,1859582
seedance1.5__personality__zh__p09__v01,seedance1.5,personality,zh,9,1,data/videos/seedance1.5/personality/zh/prompt_09/video_01.mp4,sora_seedance_original,029_一场讨论结束时，一位参与者帮助整理桌面杂物，另一位参与者坐在_1.mp4,2434138
seedance1.5__personality__zh__p09__v02,seedance1.5,personality,zh,9,2,data/videos/seedance1.5/personality/zh/prompt_09/video_02.mp4,sora_seedance_original,029_一场讨论结束时，一位参与者帮助整理桌面杂物，另一位参与者坐在_2.mp4,1911192
seedance1.5__personality__zh__p09__v03,seedance1.5,personality,zh,9,3,data/videos/seedance1.5/personality/zh/prompt_09/video_03.mp4,sora_seedance_original,029_一场讨论结束时，一位参与者帮助整理桌面杂物，另一位参与者坐在_3.mp4,2035554
seedance1.5__personality__zh__p09__v04,seedance1.5,personality,zh,9,4,data/videos/seedance1.5/personality/zh/prompt_09/video_04.mp4,sora_seedance_original,029_一场讨论结束时，一位参与者帮助整理桌面杂物，另一位参与者坐在_4.mp4,2309311
seedance1.5__personality__zh__p09__v05,seedance1.5,personality,zh,9,5,data/videos/seedance1.5/personality/zh/prompt_09/video_05.mp4,sora_seedance_original,029_一场讨论结束时，一位参与者帮助整理桌面杂物，另一位参与者坐在_5.mp4,2406630
seedance1.5__personality__zh__p09__v06,seedance1.5,personality,zh,9,6,data/videos/seedance1.5/personality/zh/prompt_09/video_06.mp4,sora_seedance_original,029_一场讨论结束时，一位参与者帮助整理桌面杂物，另一位参与者坐在_6.mp4,2605805
seedance1.5__personality__zh__p09__v07,seedance1.5,personality,zh,9,7,data/videos/seedance1.5/personality/zh/prompt_09/video_07.mp4,doubao_structured_cn_by_description,中文_人物性格_9_01.mp4,2430835
seedance1.5__personality__zh__p09__v08,seedance1.5,personality,zh,9,8,data/videos/seedance1.5/personality/zh/prompt_09/video_08.mp4,doubao_structured_cn_by_description,中文_人物性格_9_02.mp4,2342734
seedance1.5__personality__zh__p09__v09,seedance1.5,personality,zh,9,9,data/videos/seedance1.5/personality/zh/prompt_09/video_09.mp4,doubao_structured_cn_by_description,中文_人物性格_9_03.mp4,2386256
seedance1.5__personality__zh__p09__v10,seedance1.5,personality,zh,9,10,data/videos/seedance1.5/personality/zh/prompt_09/video_10.mp4,doubao_structured_cn_by_description,中文_人物性格_9_04.mp4,2393347
seedance1.5__personality__zh__p09__v11,seedance1.5,personality,zh,9,11,data/videos/seedance1.5/personality/zh/prompt_09/video_11.mp4,doubao_structured_cn_by_description,中文_人物性格_9_05.mp4,2018234
seedance1.5__personality__zh__p09__v12,seedance1.5,personality,zh,9,12,data/videos/seedance1.5/personality/zh/prompt_09/video_12.mp4,doubao_structured_cn_by_description,中文_人物性格_9_06.mp4,2504871
seedance1.5__personality__zh__p09__v13,seedance1.5,personality,zh,9,13,data/videos/seedance1.5/personality/zh/prompt_09/video_13.mp4,doubao_outputs_flat_by_description,028_合租公寓的客厅里，桌面和地面有明显杂物与食物包装。一位住户看_1.mp4,2294744
seedance1.5__personality__zh__p09__v14,seedance1.5,personality,zh,9,14,data/videos/seedance1.5/personality/zh/prompt_09/video_14.mp4,doubao_outputs_flat_by_description,028_合租公寓的客厅里，桌面和地面有明显杂物与食物包装。一位住户看_2.mp4,2548467
seedance1.5__personality__zh__p09__v15,seedance1.5,personality,zh,9,15,data/videos/seedance1.5/personality/zh/prompt_09/video_15.mp4,doubao_outputs_flat_by_description,028_合租公寓的客厅里，桌面和地面有明显杂物与食物包装。一位住户看_3.mp4,2526766
seedance1.5__personality__zh__p09__v16,seedance1.5,personality,zh,9,16,data/videos/seedance1.5/personality/zh/prompt_09/video_16.mp4,doubao_outputs_flat_by_description,028_合租公寓的客厅里，桌面和地面有明显杂物与食物包装。一位住户看_4.mp4,2509051
seedance1.5__personality__zh__p09__v17,seedance1.5,personality,zh,9,17,data/videos/seedance1.5/personality/zh/prompt_09/video_17.mp4,doubao_outputs_flat_by_description,028_合租公寓的客厅里，桌面和地面有明显杂物与食物包装。一位住户看_5.mp4,2642381
seedance1.5__personality__zh__p09__v18,seedance1.5,personality,zh,9,18,data/videos/seedance1.5/personality/zh/prompt_09/video_18.mp4,doubao_outputs_flat_by_description,028_合租公寓的客厅里，桌面和地面有明显杂物与食物包装。一位住户看_6.mp4,2575717
seedance1.5__personality__zh__p10__v01,seedance1.5,personality,zh,10,1,data/videos/seedance1.5/personality/zh/prompt_10/video_01.mp4,sora_seedance_original,030_在高速公路上，一名驾驶红色跑车的人正以极高的时速不断变换车道_1.mp4,2406962
seedance1.5__personality__zh__p10__v02,seedance1.5,personality,zh,10,2,data/videos/seedance1.5/personality/zh/prompt_10/video_02.mp4,sora_seedance_original,030_在高速公路上，一名驾驶红色跑车的人正以极高的时速不断变换车道_2.mp4,2374203
seedance1.5__personality__zh__p10__v03,seedance1.5,personality,zh,10,3,data/videos/seedance1.5/personality/zh/prompt_10/video_03.mp4,sora_seedance_original,030_在高速公路上，一名驾驶红色跑车的人正以极高的时速不断变换车道_3.mp4,2619097
seedance1.5__personality__zh__p10__v04,seedance1.5,personality,zh,10,4,data/videos/seedance1.5/personality/zh/prompt_10/video_04.mp4,sora_seedance_original,030_在高速公路上，一名驾驶红色跑车的人正以极高的时速不断变换车道_4.mp4,2391325
seedance1.5__personality__zh__p10__v05,seedance1.5,personality,zh,10,5,data/videos/seedance1.5/personality/zh/prompt_10/video_05.mp4,sora_seedance_original,030_在高速公路上，一名驾驶红色跑车的人正以极高的时速不断变换车道_5.mp4,2619154
seedance1.5__personality__zh__p10__v06,seedance1.5,personality,zh,10,6,data/videos/seedance1.5/personality/zh/prompt_10/video_06.mp4,sora_seedance_original,030_在高速公路上，一名驾驶红色跑车的人正以极高的时速不断变换车道_6.mp4,2389949
seedance1.5__personality__zh__p10__v07,seedance1.5,personality,zh,10,7,data/videos/seedance1.5/personality/zh/prompt_10/video_07.mp4,sora_seedance_original,031_在高速公路上，一名鲁莽的司机危险驾驶，毫不犹豫踩油门超车。要_1.mp4,2261474
seedance1.5__personality__zh__p10__v08,seedance1.5,personality,zh,10,8,data/videos/seedance1.5/personality/zh/prompt_10/video_08.mp4,sora_seedance_original,031_在高速公路上，一名鲁莽的司机危险驾驶，毫不犹豫踩油门超车。要_2.mp4,2475763
seedance1.5__personality__zh__p10__v09,seedance1.5,personality,zh,10,9,data/videos/seedance1.5/personality/zh/prompt_10/video_09.mp4,sora_seedance_original,031_在高速公路上，一名鲁莽的司机危险驾驶，毫不犹豫踩油门超车。要_3.mp4,2243049
seedance1.5__personality__zh__p10__v10,seedance1.5,personality,zh,10,10,data/videos/seedance1.5/personality/zh/prompt_10/video_10.mp4,sora_seedance_original,031_在高速公路上，一名鲁莽的司机危险驾驶，毫不犹豫踩油门超车。要_4.mp4,2389408
seedance1.5__personality__zh__p10__v11,seedance1.5,personality,zh,10,11,data/videos/seedance1.5/personality/zh/prompt_10/video_11.mp4,sora_seedance_original,031_在高速公路上，一名鲁莽的司机危险驾驶，毫不犹豫踩油门超车。要_5.mp4,2769151
seedance1.5__personality__zh__p10__v12,seedance1.5,personality,zh,10,12,data/videos/seedance1.5/personality/zh/prompt_10/video_12.mp4,sora_seedance_original,031_在高速公路上，一名鲁莽的司机危险驾驶，毫不犹豫踩油门超车。要_6.mp4,3308276
seedance1.5__personality__zh__p10__v13,seedance1.5,personality,zh,10,13,data/videos/seedance1.5/personality/zh/prompt_10/video_13.mp4,doubao_structured_cn_by_description,中文_人物性格_10_01.mp4,2524272
seedance1.5__personality__zh__p10__v14,seedance1.5,personality,zh,10,14,data/videos/seedance1.5/personality/zh/prompt_10/video_14.mp4,doubao_structured_cn_by_description,中文_人物性格_10_02.mp4,2163091
seedance1.5__personality__zh__p10__v15,seedance1.5,personality,zh,10,15,data/videos/seedance1.5/personality/zh/prompt_10/video_15.mp4,doubao_structured_cn_by_description,中文_人物性格_10_03.mp4,2078099
seedance1.5__personality__zh__p10__v16,seedance1.5,personality,zh,10,16,data/videos/seedance1.5/personality/zh/prompt_10/video_16.mp4,doubao_structured_cn_by_description,中文_人物性格_10_04.mp4,2136100
seedance1.5__personality__zh__p10__v17,seedance1.5,personality,zh,10,17,data/videos/seedance1.5/personality/zh/prompt_10/video_17.mp4,doubao_structured_cn_by_description,中文_人物性格_10_05.mp4,2120452
seedance1.5__personality__zh__p10__v18,seedance1.5,personality,zh,10,18,data/videos/seedance1.5/personality/zh/prompt_10/video_18.mp4,doubao_structured_cn_by_description,中文_人物性格_10_06.mp4,2396191
